;id;id_original;data_set_original;data_set;ano;data;region;soil.classes;textura;local;SRC;EPGS;X;id_original.1;coord_x;coord_y;geology;landuse_field;clay;silt;sand;top;bottom;DC;WCc;WCt;twi;lulc_mapbiomas;bio12c2;bio15c2;bio1c2;bio3c2;bio7c2;rKao;rGoe;rHem;Organics_1;Organics_2;Organics_3;Organics_4;Organics_5;Organics_6;Organics_7;Organics_8;Organics_9;Organics_10;Organics_11;Organics_12;Organics_13;Organics_14;Organics_15;Organics_16;Organics_17;Organics_18;Organics_19;Organics_20;Organics_21;Organics_22;Organics_23;Organics_24;Water_25;Water_26;Water_27;Water_28;Water_29;Hydroxyl_30;Hydroxyl_31;Hydroxyl_32
1;1;1;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;1;-54.390205;-28.030105;AV;AA;48;34;18;0;5;1.89;2.32;1.86;9.758852959;Farming;1843;9.652236938;19.36249924;53.47859192;21.80000114;0.056252415;0.326399566;0.447176707;0.011732448;0.015069216;0.009985638;0.012341132;0.005636479;0.05896895;0.003253974;0.012039381;0.007699508;0.012739663;0.005977151;0.010192201;0.030002009;0.050800338;0.006775148;0.019649301;0.004134498;0.048406831;0.012039381;1.915601466;0.965195097;0.017584693;0.022204275;0.083274295;0.123306238;0.011669566;0.008962574;0.011863586;0.013282171;0.00297212;0.015342118;0.006034758
2;4;2;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;2;-54.396468;-28.032491;AV;AA;56;34;10;0;5;2.42;2.14;1.86;10.00729465;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.088618007;0.83206448;0.962029586;0.00474424;0.004969272;0.00588972;0.007704524;0.002615511;0.051784409;0.001803403;0.004695288;0.007817629;0.011421449;0.008398561;0.017542571;0.017375996;0.034187576;0.004132402;0.01379079;0.003859008;0.02955373;0.004695288;1.802148206;0.243456148;0.013573926;0.004651364;0.217120839;0.113211601;0.003412137;0.00879878;0.008535891;0.01516135;0.006151503;0.013434024;0.004071237
3;6;3;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;3;-54.400397;-28.042884;AV;AA;53;29;18;0;5;2.62;2.84;2.55;9.526294708;Farming;1835;9.741431236;19.56666756;53.60983276;21.70000076;0.040625417;0.380005777;0.496496562;0.007653377;0.002261367;0.0028559;0.014495617;0.003974866;0.095542735;0.00184182;0.005540548;0.00644398;0.005919015;0.005293784;0.016069908;0.009528319;0.031095348;0.003949808;0.0035464;0.001302914;0.028580846;0.005540548;1.224777262;0.906623606;0.010787911;0.004932178;0.113460818;0.093309732;0.00533233;0.011882128;0.006834069;0.015877789;0.002499303;0.017675493;0.005175928
4;8;4;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;4;-54.411028;-28.025188;AV;AA;53;31;16;0;5;2.18;2.38;2.02;9.494880676;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.086421929;0.450161291;0.64932998;0.006693531;0.007072087;0.006718467;0.017017328;0.006948594;0.041493343;0.002419843;0.008408295;0.00618853;0.004103316;0.004959694;0.01502047;0.021877981;0.033363878;0.006950545;0.013510357;0.006085868;0.047796899;0.008408295;2.172277569;0.259968048;0.01382687;0.006945018;0.054303902;0.087744281;0.006901448;0.019169251;0.003309505;0.016300142;0.001956981;0.019055154;0.00476152
5;10;5;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;5;-54.39583;-28.034393;AV;AA;51;37;12;0;5;2.82;2.45;2.5;10.09098339;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.050960787;0.504233411;0.649749497;0.007818879;0.009978088;0.007475098;0.008693144;0.003459002;0.10382334;0.0019418;0.008317764;0.006542203;0.003982263;0.002963323;0.017122834;0.015182894;0.046007192;0.001688588;0.010086665;0.003746407;0.026703722;0.008317764;1.498664691;0.336964311;0.013385843;0.009926352;0.108454051;0.105561996;0.003706681;0.011341618;0.003947443;0.022268026;0.00175901;0.011089696;0.004387324
6;12;6;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;6;-54.400295;-28.036352;AV;AA;51;36;13;0;5;3.02;2.67;2.75;9.644473076;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.060279394;0.364911838;0.48022535;0.003965095;0.012621053;0.0093191;0.011212925;0.00599256;0.065055447;0.003968963;0.005177916;0.012088804;0.011014487;0.006171232;0.010338753;0.014438066;0.02640429;0.003692865;0.016929769;0.001956091;0.024439275;0.005177916;1.822605007;0.180429303;0.008625527;0.004024047;0.101122768;0.078820291;0.003470544;0.026143066;0.010976289;0.031059198;0.004490462;0.023354903;0.006312446
7;14;7;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;7;-54.397215;-28.03512;AV;AA;50;35;15;0;5;2.52;3.07;2.35;9.984330177;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.041673499;0.354003317;0.436752505;0.004369301;0.009449297;0.004921287;0.015424172;0.005458541;0.05828435;0.001185672;0.004724865;0.006104073;0.008234757;0.003604324;0.013204915;0.01733529;0.029341596;0.004010843;0.009884492;0.002227511;0.023381276;0.004724865;1.530282692;0.219674651;0.010194908;0.005606873;0.098165535;0.098733569;0.002334633;0.026918488;0.006831466;0.018887451;0.002570248;0.018760595;0.001789467
8;16;8;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;8;-54.403435;-28.034338;AV;AA;55;30;15;0;5;2.23;2.55;2.03;9.605353355;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.048394585;0.444412836;0.483298426;0.007020116;0.007942345;0.007769402;0.012564379;0.005832193;0.052268479;0.002723395;0.005245393;0.006627641;0.007142467;0.009358666;0.017841449;0.018219946;0.038694475;0.003001635;0.00821704;0.004909253;0.038919287;0.005245393;1.404104906;0.349417065;0.017698088;0.010211892;0.138472598;0.103325263;0.00463931;0.011027376;0.00679393;0.013429092;0.005103358;0.021197679;0.003955022
9;18;9;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;9;-54.401031;-28.038766;AV;AA;50;43;7;0;5;2.34;3.13;2.16;9.593538284;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.029706736;0.227555283;0.293061764;0.006393955;0.006215333;0.007332399;0.009424374;0.006286178;0.052032528;0.003229681;0.007412375;0.01671347;0.008710698;0.005355072;0.011447177;0.008133482;0.027020702;0.004658289;0.0086331;0.00301342;0.020895673;0.007412375;1.30091565;0.235296015;0.014268085;0.01533527;0.110421967;0.082030426;0.003662747;0.01387477;0.009674019;0.019343737;0.001657149;0.018225782;0.004189553
10;20;10;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;10;-54.397559;-28.032969;AV;AA;50;38;12;0;5;2.58;2.49;2.39;9.87401104;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.062466208;0.502719725;0.676928299;0.003880529;0.006973166;0.002743467;0.008458857;0.002601194;0.112264778;0.000594298;0.007867009;0.009639497;0.00261515;0.003447662;0.009947541;0.014833481;0.027296067;0.003744253;0.010182879;0.004044194;0.021791809;0.007867009;1.363035839;0.279884075;0.007188729;0.002741644;0.142488803;0.090778836;0.001908845;0.010255591;0.003376521;0.011826039;0.006187194;0.012784093;0.002445289
11;22;11;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;11;-54.399692;-28.034683;AV;AA;48;39;13;0;5;2.32;2.84;2.04;9.693761826;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.0585712;0.373291735;0.506095766;0.004934467;0.00951918;0.007287959;0.017452726;0.005095397;0.074870053;0.001601334;0.011056716;0.009260747;0.006945133;0.005714585;0.013074782;0.010142843;0.019008659;0.003671546;0.016471536;0.004387835;0.018380487;0.011056716;1.646738372;0.502861275;0.018059521;0.013295509;0.11394394;0.089855324;0.00438975;0.016686757;0.00576402;0.016559346;0.00319056;0.02219835;0.003303284
12;24;12;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;12;-54.402536;-28.038979;AV;AA;53;38;9;0;5;2.7;2.83;2.5;9.600765228;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.047240644;0.426921003;0.567167934;0.004566558;0.005358423;0.007899295;0.008252943;0.006722137;0.076905273;0.002350455;0.006464486;0.007696121;0.0136912;0.006984422;0.017635754;0.014457813;0.021053503;0.008036763;0.014701026;0.006976649;0.033713549;0.006464486;2.115153957;0.325788409;0.014034272;0.010720759;0.091687685;0.124902528;0.009598698;0.013020247;0.009472033;0.021024256;0.007229597;0.017134028;0.00504841
13;26;13;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;13;-54.402417;-28.036915;AV;AA;52;35;13;0;5;2.3;1.97;2.14;9.630570412;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.054972129;0.349825531;0.491664991;0.007474893;0.009597961;0.006505502;0.008632886;0.009345324;0.069936773;0.003302487;0.007546226;0.011377345;0.005652149;0.006023495;0.016618594;0.017545464;0.020152293;0.005511338;0.01038086;0.00482882;0.03244003;0.007546226;1.931529548;0.28657533;0.020895344;0.009713854;0.09567241;0.070962031;0.005579242;0.017474466;0.005619955;0.031786845;0.005595727;0.014926155;0.006082943
14;28;14;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;14;-54.391726;-28.031442;AV;AA;60;33;7;0;5;3.17;2.84;3.29;9.98187542;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.061937849;0.370445312;0.469421017;0.008199892;0.008025821;0.004075003;0.014737293;0.010264057;0.127398351;0.003926342;0.007288375;0.012975236;0.004465251;0.006158468;0.011076588;0.012768993;0.014819482;0.00418019;0.005338279;0.005015184;0.023039788;0.007288375;1.77855771;0.546879327;0.014578623;0.006506636;0.036605102;0.104638153;0.004416157;0.024586756;0.007514182;0.015726902;0.003629188;0.026304729;0.003654099
15;30;15;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;15;-54.404172;-28.035876;AV;AA;50;47;3;0;5;2.48;2.67;2.3;9.645152092;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.062859879;0.562444987;0.695138166;0.00486225;0.006094967;0.007282807;0.011203389;0.00488337;0.126627678;0.002083426;0.009241706;0.01609542;0.007319236;0.004528653;0.014305057;0.012583698;0.025330348;0.006512163;0.009302902;0.003252371;0.030638087;0.009241706;1.762587782;0.389440076;0.010263569;0.011453871;0.140684435;0.080472799;0.004308729;0.012906128;0.007217759;0.026399119;0.00266816;0.015346807;0.004353497
16;32;16;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;16;-54.395822;-28.035935;AV;AA;50;32;18;0;5;2.04;2.9;1.89;10.00725937;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.049699663;0.468404736;0.579359967;0.00885501;0.006761179;0.004949176;0.013616624;0.007861875;0.11518425;0.00192939;0.009561739;0.00998645;0.00908054;0.005327618;0.009635682;0.016979121;0.053457655;0.003812756;0.006549948;0.002669388;0.033095631;0.009561739;1.762605322;0.821581869;0.015382143;0.008218832;0.078030885;0.164782687;0.005249418;0.006052035;0.006902146;0.013676152;0.002179506;0.024911868;0.002654679
17;34;17;BD1;BD1;2013;05/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;17;-54.400114;-28.041205;AV;AA;51;42;7;0;5;2.62;2.9;2.39;9.526323318;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.036100813;0.446103322;0.536286224;0.005333666;0.010845586;0.003733545;0.016730742;0.007848026;0.115944663;0.002268779;0.006675529;0.010673174;0.006434308;0.0104999;0.010164085;0.014799441;0.022445408;0.003737274;0.016146761;0.003924391;0.011571989;0.006675529;1.532886282;0.352104252;0.015755401;0.007283945;0.03207393;0.117885847;0.004048558;0.010507049;0.005988919;0.015142606;0.002361233;0.017256696;0.004629225
18;36;18;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;18;-54.398366;-28.036032;AV;AA;51;30;19;0;5;2.26;2.96;2.05;9.826581955;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.075051641;0.491802894;0.640678983;0.005921855;0.009017646;0.006095743;0.013027036;0.006837348;0.051966123;0.001927592;0.003983566;0.011063481;0.002611779;0.005373695;0.018258994;0.0175946;0.033668064;0.005374869;0.016517878;0.003826426;0.024124899;0.003983566;1.856231296;0.808928597;0.018489931;0.003828857;0.128523268;0.102588074;0.007128162;0.024223665;0.002467792;0.017249854;0.004644043;0.006068283;0.007080469
19;38;19;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;19;-54.399457;-28.042197;AV;AA;55;33;12;0;5;2.12;1.91;2.01;9.50752449;Farming;1835;9.694044113;19.56666756;53.44036865;21.79999924;0.059057154;0.339550817;0.468684374;0.003513478;0.013776212;0.005077399;0.031232965;0.003836507;0.068648241;0.005373656;0.007373877;0.011849663;0.0070736;0.011048121;0.008007423;0.015959072;0.05224921;0.010043268;0.005461553;0.004170004;0.044087059;0.007373877;2.723598361;0.523903569;0.022171682;0.019696308;0.07901965;0.121726309;0.013231299;0.010431614;0.005770998;0.019913892;0.004227009;0.020598027;0.003579128
20;39;20;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;20;-54.389691;-28.02821;AV;AA;55;34;11;0;5;2.47;2.67;2.23;9.805077553;Farming;1843;9.652236938;19.36249924;53.47859192;21.80000114;0.041088071;0.350097853;0.429865629;0.003502651;0.014699145;0.004936274;0.010610617;0.004592276;0.108817094;0.001526206;0.009760104;0.015433185;0.006280912;0.006642402;0.009688387;0.009558055;0.034309804;0.004378186;0.01375335;0.003538731;0.024237067;0.009760104;2.00053262;1.325656214;0.019099845;0.002594683;0.112312037;0.129209455;0.006568738;0.004782121;0.00495233;0.022589237;0.004016485;0.017318162;0.003450305
21;40;21;BD1;BD1;2013;06/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;21;-54.391527;-28.029476;AV;AA;63;30;7;0;5;3.36;2.09;1.82;9.917584419;Farming;1843;9.652236938;19.36249924;53.47859192;21.80000114;0.066348942;0.235248401;0.374028961;0.009371425;0.010112085;0.004457605;0.006485669;0.005240798;0.041120736;0.001977165;0.012172717;0.017299174;0.011815922;0.012539285;0.014425014;0.008566133;0.03606279;0.003331625;0.010532101;0.004846508;0.031371752;0.012172717;1.612201697;0.294269612;0.006913959;0.00594152;0.099802698;0.078267671;0.003192886;0.021835746;0.006258461;0.013906855;0.003724812;0.006700254;0.004624454
22;42;22;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;22;-54.397503;-28.038604;AV;AA;52;30;18;0;5;2.37;1.91;2.18;9.693543434;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.048427174;0.417265756;0.54172163;0.004342212;0.00818997;0.005678676;0.014298319;0.007034717;0.071027243;0.002400261;0.006004279;0.00965078;0.005582971;0.004824986;0.009707224;0.007044985;0.047603342;0.006211968;0.004202439;0.004295748;0.016895664;0.006004279;1.738048332;0.258771671;0.015819785;0.004155849;0.04622944;0.163567419;0.007188261;0.025593009;0.004709868;0.031920801;0.002761931;0.015531151;0.002916313
23;44;23;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;23;-54.396134;-28.030047;AV;AA;50;39;11;0;5;3.87;2.2;1.96;9.923116684;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.029119871;0.654005658;0.825165408;0.005958352;0.013431788;0.007117673;0.015827442;0.006446352;0.077143292;0.002464074;0.004302669;0.006983135;0.008228583;0.007224556;0.019097713;0.014990569;0.048717439;0.005961872;0.00742714;0.002949689;0.01181947;0.004302669;1.224320357;0.362110909;0.010957888;0.008266168;0.090152325;0.100463671;0.004752453;0.001945395;0.010167704;0.016186714;0.003250178;0.018389438;0.00348112
24;46;24;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;24;-54.393551;-28.031887;AV;AA;56;31;13;0;5;2.47;2.26;2.69;10.11257362;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.062433455;0.376141995;0.521104144;0.003050723;0.00694626;0.004947206;0.015544512;0.001631834;0.090754393;0.001379802;0.003783462;0.006232257;0.003621977;0.006839471;0.016163073;0.00821096;0.031646449;0.00332043;0.003351473;0.004769207;0.012942314;0.003783462;1.021741352;0.347410584;0.005900263;0.004002997;0.0675125;0.083256595;0.003289784;0.016639082;0.007047249;0.009625915;0.001850617;0.007506035;0.002403532
25;48;25;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;25;-54.398563;-28.033081;AV;AA;53;31;16;0;5;2.54;2.38;2.35;9.786933899;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.035192693;0.303209263;0.406898826;0.005659384;0.007653068;0.00574361;0.019847019;0.009408378;0.094297949;0.00208614;0.005931532;0.014022316;0.004738131;0.002276067;0.008403907;0.009270743;0.056014115;0.004404617;0.004518096;0.002906813;0.02370785;0.005931532;1.50669618;0.260121559;0.020750247;0.007248046;0.074777952;0.105536895;0.002963678;0.022618693;0.004486172;0.026109654;0.002779536;0.017596383;0.002675937
26;50;26;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;26;-54.402037;-28.035468;AV;AA;48;35;17;0;5;2.65;2.44;2.51;9.629430771;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.038990964;0.252397126;0.357924644;0.004838491;0.005482949;0.004889903;0.009265817;0.003751742;0.045229203;0.000620094;0.008273732;0.003190276;0.007880726;0.002520326;0.009652644;0.015003225;0.019906;0.002503906;0.01005118;0.004158036;0.021196626;0.008273732;1.612465643;0.297931312;0.003465465;0.010166549;0.110866016;0.094097739;0.00246122;0.035517933;0.00983641;0.017549552;0.002537367;0.020042174;0.002666447
27;53;27;BD1;BD1;2013;06/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;27;-54.400149;-28.039607;AV;AA;63;32;5;0;5;3.38;2.44;2.97;9.590424538;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.065547509;0.290351027;0.404578803;0.005234874;0.007409468;0.004624924;0.020609395;0.003619794;0.063939087;0.002577265;0.007273163;0.005507297;0.008532509;0.004103161;0.01173271;0.020161496;0.02434838;0.002991778;0.010007955;0.004519848;0.036602832;0.007273163;1.638533334;0.291065514;0.020998412;0.01184833;0.071705029;0.085423363;0.002580794;0.013521552;0.006339846;0.019020988;0.002826702;0.016268398;0.003510313
28;55;28;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;28;-54.393722;-28.030536;AV;AA;51;34;15;0;5;2.71;2.49;2.51;10.00066566;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.042030665;0.373589549;0.441626735;0.00677784;0.010472149;0.006317476;0.01024697;0.007508731;0.132443234;0.001907963;0.003621228;0.016385034;0.004354798;0.004235477;0.005787125;0.008877764;0.023528048;0.002385325;0.016673923;0.004774843;0.049900491;0.003621228;1.661998281;0.177485287;0.018962152;0.005896844;0.119848552;0.083081459;0.002596589;0.02013672;0.008335722;0.022431327;0.003619336;0.018447855;0.003747385
29;57;29;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;29;-54.401048;-28.035048;AV;AA;52;33;15;0;5;2.32;2.44;2.15;9.625882149;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.054450835;0.268278481;0.378529746;0.005615599;0.003899713;0.003266229;0.014503136;0.005602817;0.082759688;0.003085827;0.006212046;0.010123978;0.00757919;0.006007217;0.012385292;0.008535448;0.029119541;0.003298649;0.019792009;0.006189861;0.006640923;0.006212046;1.259820344;0.236752778;0.020160932;0.002751958;0.07299572;0.095954969;0.003355497;0.020629936;0.005977874;0.019425802;0.004546956;0.021638881;0.003567312
30;59;30;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;30;-54.39291;-28.028956;AV;AA;60;35;5;0;5;3.16;2.32;2.78;9.973588943;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.037211526;0.16337945;0.246873505;0.007629912;0.006364722;0.003084521;0.013028716;0.006232221;0.033400769;0.001974779;0.005244319;0.009656142;0.006173064;0.009537175;0.006526332;0.011115404;0.040418071;0.002071073;0.018407153;0.004667838;0.038984146;0.005244319;1.525983141;0.832665579;0.009424001;0.011427821;0.088722463;0.0803792;0.003270408;0.018405216;0.00415775;0.026279797;0.00324679;0.016098651;0.003414856
31;61;31;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;31;-54.402535;-28.034031;AV;AA;54;33;13;0;5;3.52;2.9;3.17;9.604486465;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.03468592;0.481154962;0.536011811;0.001168841;0.005019662;0.006400148;0.018311933;0.00584815;0.215698153;0.002566373;0.004492238;0.007054728;0.006260852;0.005571571;0.005955333;0.018146366;0.054885056;0.002905687;0.005956056;0.006722572;0.014123971;0.004492238;1.141229434;0.947992219;0.005172672;0.006091947;0.059963723;0.097289081;0.005737914;0.009090123;0.004766172;0.020639533;0.002241462;0.015293336;0.004019602
32;63;32;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;32;-54.392771;-28.032998;AV;AA;50;34;16;0;5;2.33;1.68;1.97;10.08645248;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.06191771;0.435967764;0.537944843;0.005661276;0.004237525;0.004909668;0.007931736;0.004462429;0.068215827;0.001417144;0.006513453;0.010677164;0.008134807;0.004566506;0.011210438;0.01638083;0.011980073;0.004385623;0.010752399;0.004596546;0.019993893;0.006513453;1.611519925;0.382721617;0.014396407;0.009016021;0.064103907;0.099188235;0.00441596;0.010377559;0.007963201;0.029335555;0.00161829;0.013752923;0.003960255
33;66;33;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;33;-54.39592;-28.028591;AV;AA;56;34;10;0;5;2.8;2.2;2.42;9.910806656;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.068847635;0.500104786;0.659094663;0.006776813;0.006711203;0.004373879;0.008345363;0.006093511;0.097272921;0.001587334;0.006701358;0.008058187;0.007420774;0.004716174;0.009248125;0.015827001;0.034909488;0.005565823;0.010281549;0.004479109;0.020694075;0.006701358;1.45465721;0.190035269;0.012428699;0.005349979;0.071065701;0.089404707;0.005446672;0.023074443;0.005279608;0.024773719;0.003297096;0.019657961;0.002460673
34;68;34;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;34;-54.394196;-28.032826;AV;AA;52;33;15;0;5;2.66;1.8;2.46;10.19181538;Farming;1841;9.698101044;19.41250038;53.40214157;21.79999924;0.087558426;0.964180985;1.078578973;0.007267089;0.003925342;0.004294228;0.017653831;0.005448132;0.069095337;0.001312594;0.005102246;0.007356362;0.002797087;0.004019653;0.011037265;0.013627555;0.035638896;0.001109359;0.003969423;0.00313608;0.015062777;0.005102246;1.405632294;0.215220582;0.011351165;0.008859951;0.18524451;0.117429662;0.002001607;0.01281899;0.001930788;0.025629702;0.007955876;0.020219454;0.006714608
35;70;35;BD1;BD1;2013;06/09/2013;R1;GX;muito argilosa;girua;wgs84;EPSG:4326;NA;35;-54.393244;-28.037267;AV;HE;66;25;9;0;5;2.37;1.86;3.9;9.861821175;Grassland;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.025362499;0.105547451;0.044165567;0.004005094;0.006089923;0.003131311;0.00465106;0.001829239;0.18911902;0.002382166;0.004034946;0.005444588;0.001508161;0.004277248;0.0032375;0.005799959;0.05751151;0.001840569;0.003444232;0.001949913;0.011479813;0.004034946;0.711432805;1.812912206;0.015853373;0.003990835;0.023127153;0.14462632;0.006440774;0.001998394;0.001431543;0.011609443;0.002180213;0.012098862;0.007970632
36;72;36;BD1;BD1;2013;06/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;36;-54.39794;-28.037061;AV;AA;66;23;11;0;5;2.73;2.15;2.77;9.720849991;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.068881068;0.562792158;0.694675701;0.004735909;0.010958096;0.003402829;0.018882749;0.005094184;0.053598621;0.001789195;0.006972804;0.005444157;0.006647386;0.005433611;0.012162278;0.016051016;0.034028557;0.004518443;0.017107106;0.007593452;0.013845131;0.006972804;1.618203116;0.651218011;0.006931784;0.004281431;0.056796889;0.100627616;0.005833363;0.012481201;0.004551969;0.014012576;0.004815019;0.012642011;0.004174408
37;74;37;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;37;-54.400659;-28.033665;AV;AA;50;41;9;0;5;2.85;1.91;2.41;9.637690544;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.077022502;0.4928884;0.636916123;0.013029436;0.004277444;0.008683872;0.026279388;0.005517307;0.092567549;0.002372434;0.009882225;0.009752568;0.010616338;0.008622443;0.008504136;0.018636136;0.051793386;0.003312507;0.011804716;0.003176867;0.023981359;0.009882225;2.215093959;1.562291282;0.010586909;0.007273436;0.209765769;0.074677209;0.009015114;0.008752946;0.010676599;0.019052642;0.003427501;0.017097313;0.006157248
38;76;38;BD1;BD1;2013;06/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;38;-54.403055;-28.035207;AV;AA;50;41;9;0;5;2.49;2.78;2.31;9.623788834;Farming;1834;9.565192223;19.51250076;53.40214157;21.79999924;0.064087795;0.423305086;0.560419139;0.003348611;0.009540879;0.00842519;0.010173119;0.00679853;0.080836909;0.002272335;0.005064584;0.008630125;0.008875894;0.004228208;0.011223013;0.007227736;0.034581164;0.004584019;0.008128303;0.004308095;0.022011088;0.005064584;1.716968959;0.409208804;0.014715066;0.009922931;0.167718251;0.136293626;0.002109412;0.013379468;0.004273148;0.017246938;0.002584865;0.01219704;0.002523562
39;78;39;BD1;BD1;2013;06/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;39;-54.398671;-28.041005;AV;AA;64;28;8;0;5;2.65;2.38;2.41;9.505478859;Farming;1838;9.620351791;19.46666718;53.44036865;21.79999924;0.05557017;0.462908415;0.613728578;0.007411434;0.004872406;0.007305826;0.027889097;0.006569946;0.089780279;0.002188535;0.005910699;0.017996009;0.00737474;0.009833689;0.013858726;0.011732915;0.013627136;0.003850211;0.014198453;0.003466153;0.040523064;0.005910699;1.807695664;0.324112767;0.010295556;0.009637088;0.089440053;0.111089898;0.004207231;0.016475309;0.013984921;0.018431098;0.004336229;0.022733881;0.002461646
