;id;id_original;data_set_original;data_set;ano;data;region;soil.classes;textura;local;SRC;EPGS;X;id_original.1;coord_x;coord_y;geology;landuse_field;clay;silt;sand;top;bottom;DC;WCc;WCt;twi;lulc_mapbiomas;bio12c2;bio15c2;bio1c2;bio3c2;bio7c2;rKao;rGoe;rHem;Organics_1;Organics_2;Organics_3;Organics_4;Organics_5;Organics_6;Organics_7;Organics_8;Organics_9;Organics_10;Organics_11;Organics_12;Organics_13;Organics_14;Organics_15;Organics_16;Organics_17;Organics_18;Organics_19;Organics_20;Organics_21;Organics_22;Organics_23;Organics_24;Water_25;Water_26;Water_27;Water_28;Water_29;Hydroxyl_30;Hydroxyl_31;Hydroxyl_32
200;318;200;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;200;-54.41698;-28.035088;AV;FS;58;32;10;0;5;2.74;2.67;2.7;9.529497147;Forest;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.018431235;0.107428726;0.154026975;0.008873714;0.007194726;0.008792435;0.011656964;0.003052975;0.043109543;0.002467251;0.012714799;0.008288445;0.008539907;0.00556196;0.010204691;0.015307902;0.031654127;0.003286811;0.005705305;0.004594574;0.018213934;0.012714799;1.18979584;0.417606069;0.022372285;0.005067565;0.044107952;0.081194138;0.006697991;0.012069306;0.009856078;0.016229067;0.003517202;0.01750697;0.003801738
201;319;201;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;201;-54.418981;-28.034349;AV;HE;54;26;20;0;5;4.4;4;3.95;9.57755661;Grassland;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.020899745;0.10738609;0.139246765;0.008936609;0.007948457;0.009685414;0.023587082;0.005965377;0.021849002;0.005120195;0.010072093;0.008236853;0.012688533;0.012317052;0.012173106;0.017401207;0.088044495;0.012184604;0.007461796;0.008977535;0.033901956;0.010072093;2.958877991;1.001319706;0.015021469;0.020879934;0.125322099;0.129479683;0.015633881;0.008777476;0.010634096;0.029616036;0.002873172;0.023149046;0.010509615
202;321;202;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;202;-54.418972;-28.03257;AV;HE;54;36;10;0;5;4.15;3.65;3.07;9.611237526;Farming;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.046201419;0.43159094;0.472567226;0.013905682;0.00927368;0.013518974;0.022794219;0.011801629;0.08101474;0.00309058;0.005277724;0.010772527;0.011816326;0.004524373;0.013091224;0.011309229;0.072942434;0.00496427;0.021016642;0.002937144;0.036726796;0.005277724;2.164438417;0.523993023;0.020387101;0.010060012;0.148653348;0.146582216;0.003927979;0.011174816;0.005656943;0.029426879;0.004664611;0.016704255;0.004764492
203;322;203;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;203;-54.417676;-28.03211;AV;HE;56;34;10;0;5;4.78;6.26;4.28;9.569026947;Farming;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.209892013;0.050119538;0.07924844;0.004932042;0.01532303;0.011582723;0.004519648;0.005094221;0.039191575;0.010219034;0.003084362;0.004656161;0.004725156;0.006882371;0.01263414;0.016565639;0.019623097;0.000563166;0.004751095;0.002509853;0.010649949;0.003084362;1.693963744;0.534624135;0.014245856;0.002332979;0.099413949;0.369589136;0.001521986;0.013309864;0.005196885;0.023593306;0.003341414;0.015237992;0.018592627
204;323;204;BD1;BD1;2013;18/09/2013;R1;GX;média;girua;wgs84;EPSG:4326;NA;204;-54.416835;-28.031317;AV;HE;28;55;17;0;5;4.49;3.19;3.95;9.560304642;Farming;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.013078283;0.090179724;0.015052283;0.003400976;0.011056902;0.004100137;0.007060802;0.005287604;0.233868595;0.002881128;0.002501181;0.008695168;0.008071041;0.006256336;0.005887201;0.008133226;0.037242639;0.003512767;0.004882453;0.002840328;0.015869248;0.002501181;0.942992697;0.659463082;0.013188218;0.007691123;0.049791216;0.10316858;0.003556724;0.009282863;0.007855131;0.013492081;0.004632018;0.015576538;0.004464618
205;324;205;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;205;-54.418759;-28.030625;AV;FS;50;38;12;0;5;3.57;3.54;2.95;9.685894966;Forest;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.018492448;0.147446329;0.189232497;0.01039012;0.012982711;0.009842576;0.022271504;0.007780374;0.059578887;0.006245697;0.008394226;0.015189357;0.005771932;0.00894;0.009850562;0.016354353;0.055782655;0.009174488;0.017077969;0.005897733;0.049851085;0.008394226;2.313510297;0.229873112;0.0234291;0.022520702;0.118436845;0.103978119;0.00741248;0.012790758;0.007391499;0.030562421;0.005092887;0.030223143;0.012196939
206;325;206;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;206;-54.417344;-28.030355;AV;HE;53;30;17;0;5;3.21;3.02;2.47;9.587400436;Farming;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.041865884;0.365338987;0.484492573;0.013114337;0.013048806;0.008353418;0.029823524;0.010607056;0.051110746;0.002368418;0.005431776;0.012836208;0.011480826;0.004205442;0.010095846;0.01429276;0.044173278;0.007743523;0.016598732;0.007839997;0.083441613;0.005431776;1.711828287;0.310164567;0.032927449;0.014762298;0.182326128;0.120927815;0.00703928;0.022699684;0.010481535;0.044377309;0.001865938;0.021026633;0.006180075
207;326;207;BD1;BD1;2013;18/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;207;-54.416396;-28.030883;AV;HE;52;40;8;0;5;3.61;3.31;2.95;9.56799984;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.023608022;0.454104842;0.510799931;0.006201267;0.009032204;0.005762495;0.008364519;0.007591544;0.144651629;0.001201343;0.00962693;0.007937321;0.008533641;0.005670108;0.011455668;0.010247273;0.058877698;0.004729421;0.013384529;0.00551441;0.055332811;0.00962693;1.289592268;1.409642845;0.010390547;0.009344518;0.071061571;0.110179373;0.008042693;0.007299205;0.010090521;0.015803891;0.001648997;0.021847664;0.003359042
208;327;208;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;208;-54.415687;-28.033177;AV;HE;52;30;18;0;5;4.7;4.52;4.23;9.534322739;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.014684883;0.296788328;0.3223043;0.008454441;0.010077237;0.011750654;0.017231795;0.006907493;0.093558157;0.003981841;0.0083174;0.019012002;0.010172897;0.015878204;0.016224339;0.01929544;0.02845364;0.006533931;0.013830319;0.011176249;0.038802913;0.0083174;2.253265228;0.839775661;0.021176662;0.011359771;0.077180668;0.206952158;0.008083819;0.010169819;0.004628342;0.026605291;0.003137804;0.027171619;0.007875707
209;328;209;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;209;-54.414742;-28.032337;AV;HE;57;33;10;0;5;3.26;3.31;2.82;9.551402092;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.020906552;0.261258908;0.315818912;0.006932253;0.012020344;0.007335695;0.023714362;0.007261004;0.067786088;0.005231709;0.011133196;0.017870534;0.008118459;0.012710277;0.010526675;0.018134613;0.034276976;0.004966916;0.01366171;0.008741036;0.075204319;0.011133196;1.737513918;0.631117347;0.016944054;0.018077001;0.127708122;0.09739795;0.005313406;0.015444636;0.017408824;0.026290425;0.006571528;0.024040964;0.005206693
210;329;210;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;210;-54.414775;-28.031271;AV;HE;48;32;20;0;5;3.45;3.48;2.88;9.55221653;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.052271557;0.651098712;0.712532347;0.005797647;0.010436047;0.008412617;0.010401385;0.009352516;0.201918689;0.00237624;0.010080147;0.016615446;0.011165288;0.008732935;0.019538801;0.030492098;0.053552583;0.003186609;0.015546259;0.005902254;0.046285447;0.010080147;2.457318392;1.104314022;0.018459429;0.006427179;0.078504731;0.08847911;0.00314025;0.018990071;0.011320422;0.032736917;0.005764048;0.01837336;0.005117793
211;330;211;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;211;-54.414019;-28.029779;AV;HE;53;33;14;0;5;3.47;2.9;3;9.556548119;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.042986996;0.357312406;0.474726505;0.005278978;0.00367605;0.003925451;0.028755841;0.007114231;0.029352287;0.001633133;0.006909589;0.003791942;0.011501062;0.004191136;0.011875437;0.014570507;0.047128149;0.006068746;0.010340551;0.002706191;0.027505845;0.006909589;1.497114816;0.598240693;0.014526601;0.007989361;0.09050381;0.142780449;0.005621184;0.007752218;0.009805179;0.010955906;0.002413007;0.013563977;0.003846164
212;331;212;BD1;BD1;2013;19/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;212;-54.412124;-28.029542;AV;FS;73;22;5;0;5;4.01;4.12;3.65;9.454792976;Forest;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.045440325;0.559104189;0.66341739;0.004952866;0.007445808;0.008244425;0.018813836;0.006475168;0.098239162;0.002682498;0.01371238;0.010229321;0.009523956;0.002894449;0.017563634;0.026125478;0.057191452;0.003907911;0.008208414;0.004670963;0.035921749;0.01371238;2.417783255;0.861444801;0.009400666;0.007668717;0.105681444;0.141059179;0.001822884;0.017957946;0.012329664;0.021375211;0.004199737;0.013669055;0.004856122
213;332;213;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;213;-54.412241;-28.029069;AV;FS;58;40;2;0;5;3.55;3.89;3.03;9.425723076;Forest;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.04464839;0.357309319;0.466154209;0.004895425;0.00816102;0.007653561;0.008684508;0.010865199;0.068376994;0.001402553;0.006828162;0.008034531;0.005875361;0.005805637;0.010454556;0.015473291;0.052115142;0.00355251;0.032218204;0.002600228;0.0291597;0.006828162;1.754737449;1.094769716;0.025128825;0.013622093;0.062700762;0.153430915;0.008350475;0.002288979;0.005108996;0.010501672;0.001639987;0.014472734;0.003061024
214;333;214;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;214;-54.411536;-28.028331;AV;FS;55;34;11;0;5;3.82;3.94;3.34;9.425723076;Forest;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.049450588;0.423070102;0.499694018;0.004810141;0.005335045;0.009342551;0.024243578;0.007155299;0.057937629;0.002658503;0.008680831;0.008938448;0.019334944;0.007342387;0.012634271;0.026810471;0.045316124;0.004014212;0.020760211;0.006890704;0.0402635;0.008680831;2.144440174;0.973444997;0.034934912;0.025605194;0.123426376;0.177971707;0.008247538;0.009781273;0.01343098;0.027918391;0.004720046;0.018188394;0.00461727
215;334;215;BD1;BD1;2013;19/09/2013;R1;GX;argilosa;girua;wgs84;EPSG:4326;NA;215;-54.416328;-28.028606;AV;HE;42;44;14;0;5;2.45;3.19;2.15;9.639500618;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.009444233;0.371798394;0.079225197;0.007676689;0.006524132;0.003323168;0.010828721;0.005225785;0.055758364;0.002910957;0.007045444;0.006683895;0.004962175;0.004413118;0.00322201;0.00567725;0.056920736;0.003484662;0.005862468;0.002913425;0.020032824;0.007045444;1.077145278;0.495745303;0.014292249;0.005966067;0.044210377;0.170633404;0.00220804;0.002341232;0.005120251;0.020635214;0.00265199;0.013613976;0.006566451
216;335;216;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;216;-54.416889;-28.028621;AV;HE;54;33;13;0;5;4.07;4.06;3.68;9.682897568;Forest;1841;9.547544479;19.45833397;53.53302765;21.69999886;0.006458404;0.050070424;0.072816393;0.008295067;0.009289675;0.00632322;0.007892568;0.002780715;0.017122646;0.001876651;0.005342364;0.014230937;0.004819591;0.006416385;0.008159047;0.014540741;0.039069043;0.003336062;0.021848708;0.00286278;0.017698173;0.005342364;1.444519794;0.449035301;0.014462888;0.008198005;0.038113802;0.086726439;0.004470636;0.002256075;0.006033589;0.017703248;0.003160842;0.010776759;0.00405668
217;336;217;BD1;BD1;2013;19/09/2013;R1;GX;média;girua;wgs84;EPSG:4326;NA;217;-54.416624;-28.027721;AV;FS;31;52;17;0;5;5.33;4.81;4.94;9.790800095;Forest;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.013319673;0.378404247;0.334811525;0.011785847;0.006572529;0.01091112;0.01980709;0.007093943;0.176303931;0.002388419;0.007280752;0.01238208;0.007200547;0.007842179;0.010008744;0.016034529;0.046685608;0.010236538;0.01222565;0.004445197;0.056659392;0.007280752;1.739429698;1.423266987;0.016936165;0.010894794;0.136434946;0.129781753;0.009930692;0.006902874;0.008844213;0.025831034;0.002542923;0.026828507;0.008109149
218;337;218;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;218;-54.415199;-28.029388;AV;HE;52;31;17;0;5;3.57;3.48;3.01;9.577082634;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.022818413;0.294506719;0.342215609;0.009452173;0.010653803;0.005432928;0.013638364;0.005546979;0.065603105;0.004302492;0.010840216;0.010701363;0.013545956;0.011033353;0.010337872;0.006205409;0.024731201;0.00620457;0.018859527;0.007726722;0.054178421;0.010840216;2.086407997;0.45653623;0.028280691;0.012563155;0.334695731;0.07911451;0.006835959;0.008296586;0.012751296;0.021222563;0.003071272;0.013615105;0.005539337
219;338;219;BD1;BD1;2013;19/09/2013;R1;GX;argilosa;girua;wgs84;EPSG:4326;NA;219;-54.41434;-28.028194;AV;HE;42;41;17;0;5;5.19;4.64;4.5;9.699336052;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.025097278;0.113945559;0.100469449;0.00495448;0.005230345;0.004626385;0.011776662;0.005347916;0.08850661;0.005371769;0.004624031;0.01293597;0.008133475;0.004067547;0.013263751;0.010742179;0.016668257;0.00428801;0.008861195;0.005241428;0.053499414;0.004624031;1.612826426;0.172055165;0.018018838;0.004849495;0.046093332;0.117228305;0.003372469;0.012611481;0.010058842;0.019466107;0.002797538;0.026131277;0.008203266
220;339;220;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;220;-54.413075;-28.027184;AV;HE;51;36;13;0;5;4.44;4.76;4.29;9.533987999;Farming;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.006418127;0.08329354;0.071067021;0.008691476;0.017523739;0.008135114;0.009963616;0.008088799;0.097447376;0.003337903;0.019106057;0.013319405;0.013328007;0.011806374;0.010590716;0.011463871;0.038364236;0.009942175;0.024931988;0.007221595;0.076742352;0.019106057;1.680037322;0.78913981;0.014019864;0.022939288;0.120167531;0.113502208;0.003856732;0.002145266;0.011307866;0.013460655;0.002861767;0.021162194;0.005627733
221;340;221;BD1;BD1;2013;19/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;221;-54.414885;-28.026959;AV;HE;63;26;11;0;5;3.36;3.13;2.93;9.791744232;Grassland;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.046027971;0.316636499;0.404782383;0.014011531;0.013302431;0.007371185;0.030153882;0.006700279;0.033138096;0.003820125;0.0098828;0.011996771;0.010269743;0.010738302;0.011370799;0.017839055;0.019984337;0.005496334;0.027132257;0.004725119;0.063198908;0.0098828;3.44020605;0.341084525;0.029742219;0.007887299;0.07471154;0.109858087;0.0041444;0.018973017;0.012834199;0.026515285;0.002713225;0.018390686;0.008735872
222;341;222;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;222;-54.415439;-28.025456;AV;FS;48;38;14;0;5;4.51;4;4.13;10.29802704;Forest;1839;9.620285988;19.44166756;53.44036865;21.79999924;0.045173927;0.342001777;0.433266986;0.0077694;0.012363569;0.007998745;0.014417468;0.006522231;0.062859686;0.003784631;0.007566756;0.01246289;0.008262755;0.006574142;0.015350231;0.032172719;0.039544064;0.00830549;0.010497497;0.008726056;0.028490126;0.007566756;2.170421554;0.631013579;0.018328937;0.016833509;0.126698261;0.138156527;0.011313471;0.010962426;0.007602563;0.035124143;0.008966126;0.029009421;0.00588612
223;342;223;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;223;-54.411897;-28.038076;AV;AA;49;40;11;0;5;4.73;3.48;4.34;9.760856628;Farming;1832;9.613685608;19.53333282;53.36391449;21.79999924;0.071356248;0.456116428;0.553876361;0.006859964;0.016948542;0.010382464;0.012126559;0.009277;0.072508769;0.003018445;0.008996366;0.022667868;0.018175595;0.006556107;0.008722818;0.031360429;0.042009438;0.007327123;0.024326669;0.005583508;0.022354583;0.008996366;3.300247617;0.427173071;0.019426198;0.019395702;0.12785012;0.08681556;0.005795091;0.010973372;0.011841846;0.03108353;0.002853561;0.023209391;0.012097597
224;343;224;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;224;-54.433143;-28.046972;AV;AA;48;42;10;0;5;3.4;3.13;3.16;9.37953949;Farming;1837;9.699362755;19.62083435;53.24923706;21.79999924;0.071078931;0.531504671;0.663653298;0.008801939;0.007357615;0.009556649;0.027341307;0.007201873;0.062440716;0.003473162;0.01783908;0.01158501;0.011572456;0.006175287;0.01541689;0.010751232;0.052062833;0.006766122;0.018927512;0.005676636;0.038000045;0.01783908;2.01951697;0.482605214;0.012850902;0.010871743;0.205421399;0.119400531;0.00817549;0.012122245;0.010795733;0.043439429;0.003183976;0.028669718;0.006056052
225;344;225;BD1;BD1;2013;19/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;225;-54.434776;-28.044763;AV;AA;63;30;7;0;5;2.58;5.58;2.64;9.325792313;Farming;1839;9.60438633;19.59166718;53.53302765;21.70000076;0.022123219;0.195282226;0.233212505;0.002354052;0.00860307;0.009828082;0.01179514;0.0064581;0.072648943;0.003744337;0.005913325;0.005943329;0.008496698;0.004814936;0.009177024;0.020771039;0.103442978;0.004032084;0.010577743;0.002905917;0.070994222;0.005913325;1.54952943;0.349139576;0.028692691;0.01224612;0.053667567;0.179387003;0.005008735;0.003085549;0.009710874;0.014735483;0.002860369;0.014263362;0.005828024
226;345;226;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;226;-54.432617;-28.042551;AV;AA;56;34;10;0;5;3.21;3.19;2.77;9.277331352;Farming;1837;9.699362755;19.62083435;53.24923706;21.79999924;0.108675839;0.842742746;1.002434415;0.008396281;0.015769366;0.013630918;0.032472953;0.005397844;0.048787409;0.001859085;0.011274579;0.026730496;0.014812662;0.008319835;0.014290557;0.016171481;0.052700663;0.002022179;0.007988279;0.00773745;0.056359372;0.011274579;3.004361014;0.370732901;0.016934907;0.007132412;0.101192867;0.101090761;0.003905012;0.021932656;0.01610232;0.01796126;0.004723481;0.023640303;0.005232241
227;346;227;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;227;-54.428585;-28.042865;AV;FS;59;37;4;0;5;4.02;3.13;4.59;9.580058098;Forest;1837;9.699362755;19.62083435;53.24923706;21.79999924;0.04983255;0.26685466;0.36254807;0.007175499;0.01029121;0.00922853;0.012740915;0.006044785;0.057744076;0.004521831;0.007519158;0.014962889;0.011670344;0.010261862;0.012924262;0.011408477;0.03001277;0.008569348;0.012103076;0.005416816;0.054060797;0.007519158;1.566357949;0.265265079;0.02422151;0.015003605;0.056249541;0.074827837;0.00693379;0.016696906;0.006551418;0.028919934;0.00327888;0.035408548;0.004799384
228;347;228;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;228;-54.43031;-28.037709;AV;AA;55;35;10;0;5;2.66;2.78;2.28;9.401896477;Farming;1844;9.551527977;19.49583244;53.49462509;21.69999886;0.067297603;0.453150538;0.57156608;0.006305508;0.015739501;0.008950071;0.033157394;0.005175677;0.053619851;0.003037527;0.008546121;0.008972929;0.019641196;0.008304789;0.01162748;0.024681145;0.033965475;0.007929046;0.017310966;0.005711508;0.021376349;0.008546121;1.692261384;0.395999454;0.012834283;0.01482817;0.096310954;0.088163443;0.007918146;0.010652528;0.010894492;0.018791284;0.004722125;0.021195398;0.010258975
229;349;229;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;229;-54.421748;-28.044059;AV;AA;58;33;9;0;5;2.37;2.2;2.11;9.817371368;Farming;1834;9.621253967;19.63750076;53.32568741;21.79999924;0.062271388;0.311194123;0.403620319;0.006121138;0.010549528;0.012006876;0.024488185;0.006421187;0.085849395;0.002747541;0.004262974;0.013984748;0.011104365;0.008829509;0.011169211;0.018619612;0.036814555;0.008613092;0.023587421;0.005437949;0.06891298;0.004262974;2.655136143;0.440257681;0.036313648;0.01563568;0.187465885;0.117510826;0.007886388;0.020548218;0.015404706;0.031818985;0.00407414;0.01510549;0.010362831
230;350;230;BD1;BD1;2013;19/09/2013;R1;GX;argilosa;girua;wgs84;EPSG:4326;NA;230;-54.420394;-28.044583;AV;HE;60;31;9;0;5;2.37;2.2;2.1;9.833159447;Farming;1834;9.621253967;19.63750076;53.32568741;21.79999924;0.031752723;0.039657075;0.016786693;0.004279562;0.007689433;0.002942248;0.005700144;0.002933577;0.108295835;0.001702891;0.003357864;0.011281032;0.007949318;0.004413445;0.00634172;0.011551285;0.054747472;0.003772655;0.008080048;0.002592899;0.017963265;0.003357864;1.280544536;0.969631656;0.012122023;0.003547462;0.075215812;0.12304211;0.005316931;0.003742218;0.007341636;0.015650929;0.001693096;0.016661489;0.005471989
231;351;231;BD1;BD1;2013;19/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;231;-54.422796;-28.042171;AV;AA;62;29;9;0;5;3.68;2.44;3.27;9.712504387;Farming;1834;9.621253967;19.63750076;53.32568741;21.79999924;0.031754444;0.042265075;0.048299091;0.006077219;0.006525633;0.005651924;0.020755875;0.007146005;0.049534347;0.002157812;0.005982485;0.010008332;0.008908782;0.008691739;0.00773659;0.022103541;0.031643863;0.003225872;0.012307978;0.004954974;0.013702295;0.005982485;2.196288487;0.531994423;0.010539944;0.008099599;0.056998913;0.09438998;0.001934209;0.012963486;0.009283629;0.013823244;0.001968362;0.014462026;0.004859134
232;352;232;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;232;-54.42498;-28.039713;AV;AA;51;39;10;0;5;2.44;2.32;2.23;9.626832962;Farming;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.049995563;0.420613599;0.533578942;0.010951117;0.011069093;0.004220612;0.010686103;0.007293759;0.063226402;0.003426247;0.009843566;0.007456189;0.006220909;0.006972069;0.013433824;0.018196852;0.04013086;0.00626232;0.014137734;0.005797883;0.040724532;0.009843566;1.707371599;0.837440725;0.022922291;0.005389294;0.09991368;0.096418602;0.006081154;0.01341513;0.00799861;0.017470176;0.002145815;0.017369869;0.005690488
233;353;233;BD1;BD1;2013;19/09/2013;R1;GX;argilosa;girua;wgs84;EPSG:4326;NA;233;-54.420365;-28.03809;AV;AA;59;31;10;0;5;2.5;2.61;2.65;9.645794868;Farming;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.006043799;0.003097433;0.002259405;0.005273904;0.006247675;0.003208288;0.01460887;0.001956983;0.032355361;0.004070169;0.003942815;0.008811468;0.005572049;0.008181409;0.008719483;0.011189356;0.050984628;0.004299489;0.004724411;0.005379376;0.019861549;0.003942815;1.555277362;0.186492529;0.010133717;0.009372509;0.05911675;0.110581107;0.003994514;0.007217607;0.006628873;0.018591159;0.002334289;0.006248663;0.005962221
234;354;234;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;234;-54.421378;-28.036865;AV;FS;52;42;6;0;5;5.41;2.89;4.9;9.643613815;Forest;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.024992234;0.291253201;0.312960014;0.006936054;0.012314504;0.007063465;0.016922361;0.005006745;0.135855568;0.003095734;0.01047565;0.011245226;0.006470778;0.007761544;0.010786653;0.027548983;0.041397872;0.005163972;0.012391132;0.007623688;0.067180176;0.01047565;2.117641966;0.704759478;0.018644317;0.012615415;0.130619308;0.114703899;0.005168531;0.004488061;0.00715986;0.021699428;0.002954457;0.022252054;0.003673102
235;355;235;BD1;BD1;2013;19/09/2013;R1;GX;argilosa;girua;wgs84;EPSG:4326;NA;235;-54.420603;-28.034507;AV;AA;54;38;8;0;5;4.06;3.58;3.63;9.63180542;Forest;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.046635881;0.286673363;0.406992516;0.009884822;0.013206978;0.012234425;0.016156589;0.01041294;0.058365287;0.004480678;0.011313159;0.025600517;0.015662219;0.013604943;0.015333084;0.013315817;0.037750249;0.005895279;0.014736575;0.011598589;0.076396312;0.011313159;2.300146918;0.334764573;0.019169337;0.018606029;0.171456484;0.121717524;0.006536808;0.01449984;0.02234197;0.027873531;0.003196079;0.021129892;0.004637963
236;356;236;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;236;-54.42343;-28.036041;AV;AA;54;37;9;0;5;2.43;2.44;2.16;9.675868034;Farming;1834;9.541064262;19.54999924;53.28746414;21.79999924;0.040831845;0.195887416;0.273700813;0.011178608;0.016172988;0.011659506;0.02049954;0.004025949;0.043803056;0.005344777;0.014392863;0.017371847;0.017385727;0.009273625;0.010822661;0.028456664;0.050148325;0.007508511;0.016229039;0.006871051;0.071292979;0.014392863;3.029855769;0.342219511;0.030593986;0.023691356;0.194086076;0.096670476;0.003611653;0.019779737;0.008777329;0.040715541;0.003721323;0.030569031;0.010535623
237;357;237;BD1;BD1;2013;19/09/2013;R1;LV;argilosa;girua;wgs84;EPSG:4326;NA;237;-54.426088;-28.041289;AV;AA;57;29;14;0;5;2.24;3.03;1.96;9.615223885;Farming;1844;9.551527977;19.49583244;53.49462509;21.69999886;0.035518069;0.389312997;0.485409679;0.011468201;0.019310248;0.008259839;0.031162662;0.008883691;0.073240964;0.003858653;0.016185095;0.025233268;0.009929227;0.006727051;0.010389452;0.021567812;0.035218715;0.007857025;0.049765426;0.00462176;0.068406342;0.016185095;2.010272393;1.00191365;0.027901872;0.009113291;0.097211191;0.046909212;0.009792492;0.009529523;0.006942548;0.032842581;0.004017328;0.024680523;0.005587479
238;358;238;BD1;BD1;2013;19/09/2013;R1;LV;muito argilosa;girua;wgs84;EPSG:4326;NA;238;-54.426535;-28.034808;AV;AA;67;27;6;0;5;3;2.67;2.79;9.632872581;Farming;1844;9.551527977;19.49583244;53.49462509;21.69999886;0.04524043;0.359822101;0.447103072;0.003772724;0.014968586;0.007099376;0.017057213;0.003032913;0.082462203;0.003467702;0.01402054;0.014222786;0.012381853;0.004748057;0.014185347;0.025172465;0.038893767;0.007042929;0.009881618;0.007273578;0.04276956;0.01402054;2.379343845;0.232582102;0.01999022;0.019106927;0.072373655;0.091388457;0.006616736;0.018829087;0.013308485;0.015197169;0.004364879;0.026008965;0.011193806
